,importance
weather_temperature,0.026890745
co2_comedor_sensor,0.028272983
co2_habitacion_sensor,0.01634069
humedad_comedor_sensor,0.031687167
humedad_habitacion_sensor,0.10728194
lighting_comedor_sensor,0.037968
lighting_habitacion_sensor,0.030667704
precipitacion,0.021100093
meteo_exterior_crepusculo,0.10182219
meteo_exterior_viento,0.017578011
meteo_exterior_sol_oest,0.02986631
meteo_exterior_sol_est,0.014388536
meteo_exterior_sol_sud,0.071353644
meteo_exterior_piranometro,0.0434122
temperature_exterior_sensor,0.22402532
humedad_exterior_sensor,0.098429695
day_of_week,0.038512375
hour,0.056004126
minute,0.004398363
