,importance
weather_temperature,0.012258664
co2_comedor_sensor,0.014559163
co2_habitacion_sensor,0.049105585
humedad_comedor_sensor,0.011217802
humedad_habitacion_sensor,0.14152187
lighting_comedor_sensor,0.009325011
lighting_habitacion_sensor,0.0034469783
precipitacion,0.007092838
meteo_exterior_crepusculo,0.0360132
meteo_exterior_viento,0.0034101792
meteo_exterior_sol_oest,0.008728049
meteo_exterior_sol_est,0.005992025
meteo_exterior_sol_sud,0.03829585
meteo_exterior_piranometro,0.007894113
temperature_exterior_sensor,0.50956553
humedad_exterior_sensor,0.12052308
day_of_week,0.006994185
hour,0.013879647
minute,0.00017621131
