,importance
weather_temperature,12.94383716583252
co2_comedor_sensor,8.041789054870605
co2_habitacion_sensor,6.8525214195251465
humedad_comedor_sensor,16.392688751220703
humedad_habitacion_sensor,13.656442642211914
lighting_comedor_sensor,18.451915740966797
lighting_habitacion_sensor,8.005928039550781
precipitacion,39.32093048095703
meteo_exterior_crepusculo,0.6442410349845886
meteo_exterior_viento,22.947891235351562
meteo_exterior_sol_oest,0.12183205783367157
meteo_exterior_sol_est,0.07266955822706223
meteo_exterior_sol_sud,0.07729443162679672
meteo_exterior_piranometro,9.48490047454834
temperature_exterior_sensor,19.914213180541992
humedad_exterior_sensor,5.206483840942383
day_of_week,14.146017074584961
hour,6.444812297821045
minute,0.8923730850219727
