,importance
weather_temperature,7.8215131759643555
co2_comedor_sensor,11.029091835021973
co2_habitacion_sensor,9.815244674682617
humedad_comedor_sensor,23.48980712890625
humedad_habitacion_sensor,21.917213439941406
lighting_comedor_sensor,32.62947463989258
lighting_habitacion_sensor,10.423145294189453
precipitacion,36.26774597167969
meteo_exterior_crepusculo,0.311819463968277
meteo_exterior_viento,22.21634292602539
meteo_exterior_sol_oest,0.021378835663199425
meteo_exterior_sol_est,0.06559351831674576
meteo_exterior_sol_sud,0.04853934049606323
meteo_exterior_piranometro,2.058499336242676
temperature_exterior_sensor,12.776436805725098
humedad_exterior_sensor,5.4217023849487305
day_of_week,10.028594970703125
hour,8.35328197479248
minute,0.7705506086349487
