model,n_runs,mse_mean,mse_std,rmse_mean,rmse_std,mae_mean,mae_std,r2_mean,r2_std,r2_outputs_mean,r2_outputs_std,importance_entropy_mean,importance_entropy_std,importance_gini_mean,importance_gini_std,importance_stability_corr
vanilla,5,1.4596881778814874,0.13193919649244623,1.206937156087657,0.054688930658097816,0.7681814225679868,0.03429373282723276,0.9845576083198406,0.002097036061040536,0.9838083030029867,0.0023928551659637394,1.9775090002014957,0.01828036135949038,0.24402474335755775,0.027706693829666482,0.2772557680276643
shap,5,3.5159408575019144,2.065636771391926,1.804300477620167,0.5103338553942419,1.2857780445396123,0.2965045952729568,0.9623337355886015,0.0229511963176489,0.9610162668305477,0.02364315340990152,1.5509662192988685,0.1912304439739396,0.5224680457553473,0.09452929026005008,0.8708313718178315
