,importance
Elevation,0.19490078
Aspect,0.009417506
Slope,0.023501253
Horizontal_Distance_To_Hydrology,0.047430694
Vertical_Distance_To_Hydrology,0.028800342
Horizontal_Distance_To_Roadways,0.12259086
Hillshade_9am,0.021030998
Hillshade_Noon,0.029071476
Hillshade_3pm,0.01656283
Horizontal_Distance_To_Fire_Points,0.109464936
Wilderness_Area_0,0.045873042
Wilderness_Area_1,0.02462493
Wilderness_Area_2,0.035286736
Wilderness_Area_3,0.03342444
Soil_Type_0,0.0012778282
Soil_Type_1,0.004063685
Soil_Type_2,0.002860304
Soil_Type_3,0.0113088135
Soil_Type_4,0.0031029964
Soil_Type_5,0.009994677
Soil_Type_6,0.00084589707
Soil_Type_7,0.00014209287
Soil_Type_8,0.0008236128
Soil_Type_9,0.022761123
Soil_Type_10,0.006968055
Soil_Type_11,0.01886456
Soil_Type_12,0.008023692
Soil_Type_13,0.00026053048
Soil_Type_14,7.342929e-05
Soil_Type_15,0.0022046317
Soil_Type_16,0.0019873802
Soil_Type_17,0.013229563
Soil_Type_18,0.0015987755
Soil_Type_19,0.002292356
Soil_Type_20,0.0003538843
Soil_Type_21,0.013975842
Soil_Type_22,0.013671317
Soil_Type_23,0.007298357
Soil_Type_24,0.0002710853
Soil_Type_25,0.0007095472
Soil_Type_26,0.00046440502
Soil_Type_27,0.00044736877
Soil_Type_28,0.02362648
Soil_Type_29,0.010085498
Soil_Type_30,0.016649704
Soil_Type_31,0.021609513
Soil_Type_32,0.015826749
Soil_Type_33,0.00055138965
Soil_Type_34,0.00067916594
Soil_Type_35,6.601847e-05
Soil_Type_36,0.0011558587
Soil_Type_37,0.008730062
Soil_Type_38,0.00556439
Soil_Type_39,0.0035985264
