,importance
Elevation,0.6487368
Aspect,0.0028940348
Slope,0.01522067
Horizontal_Distance_To_Hydrology,0.028285975
Vertical_Distance_To_Hydrology,0.009164058
Horizontal_Distance_To_Roadways,0.05327589
Hillshade_9am,0.0071979854
Hillshade_Noon,0.021931188
Hillshade_3pm,0.0038414195
Horizontal_Distance_To_Fire_Points,0.04459159
Wilderness_Area_0,0.010575037
Wilderness_Area_1,0.011905401
Wilderness_Area_2,0.011066024
Wilderness_Area_3,0.008278597
Soil_Type_0,1.2838837e-11
Soil_Type_1,0.0029396478
Soil_Type_2,0.0026773913
Soil_Type_3,0.0039154924
Soil_Type_4,8.021778e-05
Soil_Type_5,0.00367909
Soil_Type_6,1.2838837e-11
Soil_Type_7,0.00053048576
Soil_Type_8,1.2838837e-11
Soil_Type_9,0.013291112
Soil_Type_10,0.007558696
Soil_Type_11,0.0066490723
Soil_Type_12,0.006632807
Soil_Type_13,1.2838837e-11
Soil_Type_14,1.2838837e-11
Soil_Type_15,0.00031394174
Soil_Type_16,0.0018929521
Soil_Type_17,0.009836257
Soil_Type_18,0.0028478517
Soil_Type_19,0.0022707314
Soil_Type_20,1.2838837e-11
Soil_Type_21,0.004305221
Soil_Type_22,0.007422098
Soil_Type_23,0.0042310487
Soil_Type_24,1.2838837e-11
Soil_Type_25,0.0006296818
Soil_Type_26,1.2838837e-11
Soil_Type_27,0.000117095384
Soil_Type_28,0.0058256667
Soil_Type_29,0.0041466565
Soil_Type_30,0.005044078
Soil_Type_31,0.007639009
Soil_Type_32,0.010076008
Soil_Type_33,1.2838837e-11
Soil_Type_34,1.2838837e-11
Soil_Type_35,1.2838837e-11
Soil_Type_36,1.2838837e-11
Soil_Type_37,0.0029806157
Soil_Type_38,0.0037104387
Soil_Type_39,0.0017920227
