,importance
relative_compactness,0.013619091
surface_area,0.047322355
wall_area,0.053814203
roof_area,0.015565497
overall_height,0.82986933
orientation,0.0010997728
glazing_area,0.03641395
glazing_area_distribution,0.002295785
