model,mse,rmse,mae,r2
GBDT,1.277570421065843,1.1302966075618572,0.7207842500663728,0.9863708461485001
MLP,1.3993792720530005,1.1829536221057022,0.7984681541922071,0.9853290427224792
ANFIS_energy_vanilla,1.4581844761893028,1.2075530945632589,0.7842269888791169,0.9851877346467696
ExtraTrees,1.6307489430052673,1.2770078085138192,0.6864419642857165,0.9825314381219444
ANFIS_energy_shap,1.9481792644239075,1.3957719242139481,0.9807762787558819,0.980210358365822
RandomForest,1.9245196411241738,1.3872705724278065,0.7537363636363611,0.9793738002676933
Ridge,9.57550239490229,3.0944308676883203,2.1933195149500277,0.902177839738279
