Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10
0.0167259943331944,0.0283627448218879,0.0633739736984225,0.149263870020777,0.171863197409687,0.1780938730226751,0.1508082492150622,0.1179752563396296,0.0774084136734025,0.0461244274652614
