variant,n_seeds,r2_final_mean,r2_final_std,r2_vanilla_mean,r2_shap_raw_mean,delta_r2_mean,wins,losses,fallback_rate,shap_rate,auc_top,auc_random,auc_bottom,auc_gap,auc_top_random_ratio,n_eff_shap,mass3_shap,entropy_shap,gini_shap
full_rho1,1,0.4591345210602041,0.0,0.49929862603241604,0.4591345210602041,-0.040164104972211956,0,1,0.0,1.0,0.19918018115328096,0.12434743359092693,0.00369413340479241,0.19548604774848855,1.6018037156032823,4.7257847166315265,0.6361848721971339,2.091230955232948,0.655737287710203
random_target,1,0.41546127985347664,0.0,0.49929862603241604,0.41546127985347664,-0.0838373461789394,0,1,0.0,1.0,0.2334419070135425,0.13829541318254357,0.013393590110069908,0.2200483169034726,1.6879945736430315,4.759167537387984,0.6350129050927067,2.096030943219242,0.6548897467509898
