seed,tag,summary,metrics_source,importance_kind_eval,r2_final,r2_vanilla,r2_shap_raw,entropy_shap,gini_shap,n_eff_shap,mass3_shap,entropy_vanilla,gini_vanilla,n_eff_vanilla,mass3_vanilla
42,neg_core_v2_s1_full_rho1_s42,/home/lebedeffson/Code/bonner-shap-reconstruction/results/sml2010_ea_minimal/training_summary_20260504_111235_neg_core_v2_s1_full_rho1_s42.json,shap,ea_raw,0.8860768933453859,0.958045274677095,0.8860768933453859,2.5346485653644106,0.49551528796926125,10.235528295485155,0.4254987495228406,2.58747092019557,0.4196850806019108,12.185114146923667,0.33181575244989353
