seed,tag,summary,metrics_source,importance_kind_eval,r2_final,r2_vanilla,r2_shap_raw,entropy_shap,gini_shap,n_eff_shap,mass3_shap,entropy_vanilla,gini_vanilla,n_eff_vanilla,mass3_vanilla,base_mse,del_top_k1,del_bottom_k1,del_random_k1,del_top_rel_k1,del_bottom_rel_k1,del_random_rel_k1,del_ratio_k1,del_top_random_ratio_k1,ins_gain_k1,ins_gain_rel_k1,del_top_k2,del_bottom_k2,del_random_k2,del_top_rel_k2,del_bottom_rel_k2,del_random_rel_k2,del_ratio_k2,del_top_random_ratio_k2,ins_gain_k2,ins_gain_rel_k2,del_top_k3,del_bottom_k3,del_random_k3,del_top_rel_k3,del_bottom_rel_k3,del_random_rel_k3,del_ratio_k3,del_top_random_ratio_k3,ins_gain_k3,ins_gain_rel_k3,del_top_k4,del_bottom_k4,del_random_k4,del_top_rel_k4,del_bottom_rel_k4,del_random_rel_k4,del_ratio_k4,del_top_random_ratio_k4,ins_gain_k4,ins_gain_rel_k4,insertion_baseline_mse,auc_deletion_top,auc_deletion_bottom,auc_deletion_random,auc_deletion_top_rel,auc_deletion_bottom_rel,auc_deletion_random_rel,auc_insertion_gain_top,auc_insertion_gain_top_rel,auc_del_top_bottom_ratio,auc_del_top_random_ratio
42,sml_ea10_ckpt_s42,/home/lebedeffson/Code/bonner-shap-reconstruction/results/sml2010_ea_minimal/training_summary_20260502_214148_sml_ea10_ckpt_s42.json,shap,shap,0.9532353169852847,0.9532332813069075,0.9532353169852847,1.449015695231739,0.8112995111487793,2.8429903439298543,0.8723945308961055,2.4316954853843225,0.5314071238325195,8.85484168830812,0.49522172288105043,394.73258970288776,0.10359631012266846,-0.0009043433298074888,0.020192391778437013,0.0002624468129187011,-2.2910277828546634e-06,5.115461024800517e-05,-114.55418182746547,5.130462565022441,-0.21810310166318914,-0.0005525049043962418,0.12150059814877068,-0.00010486751665439442,0.08821127817435581,0.00030780483121554,-2.65667237491911e-07,0.0002234709787726206,-1158.6104370889543,1.3773816756995494,-0.1970480592914896,-0.0004991676795520064,0.16354867581429744,0.008042276593300812,0.12588025238591172,0.00041432777551354166,2.0373986853616907e-05,0.0003189000748092791,20.33611675706314,1.2992401326906002,-0.039927390686557374,-0.00010114518778432861,0.175355603634614,0.013061121252462726,0.12373195172534679,0.0004442389815510353,3.30885302941257e-05,0.0003134576545060001,13.425769520983831,1.4172216730440108,-0.03596802453176906,-9.111521020886415e-05,394.75324097172324,0.42452523084170934,0.014015798037974037,0.28605370231215943,0.0010754755039639498,3.550707087176052e-05,0.0007246771859589023,-0.3640110130755261,-0.0009221229246388881,30.28905165879408,1.484075288691622
43,sml_ea10_ckpt_s43,/home/lebedeffson/Code/bonner-shap-reconstruction/results/sml2010_ea_minimal/training_summary_20260502_214214_sml_ea10_ckpt_s43.json,shap,shap,0.9504549459973808,0.9504482777730557,0.9504549459973808,2.1798452591726205,0.6218841035237361,5.227714574458774,0.6182939907143362,2.285008200487149,0.5857461316113322,6.881086457511058,0.54940125587356,403.8014439266034,0.03238869845165482,-0.0006979395100188412,0.0507674526380697,8.020946665446258e-05,-1.7284225218018286e-06,0.0001257238016397417,-46.406168490427824,0.6379815564495956,0.024210837881014413,5.994813209168921e-05,0.04198122721879827,-0.00040739738091133404,0.15956209568804525,0.00010396502501469222,-1.0089052108129242e-06,0.00039514988885737493,-103.04736674530174,0.2631027565632587,0.028614045163067203,7.08508547925249e-05,0.042644224674631914,0.0027835582195052666,0.05800033837988394,0.00010560691477463612,6.893383521459647e-06,0.00014363578746990854,15.320040500856207,0.7352409635024961,0.030939492009963487,7.660886264979365e-05,0.11387292333824917,0.01378328346811486,0.09136066369353557,0.0002820022688154302,3.4133814218406144e-05,0.00022625145369747966,8.261668824660827,1.2464108592619614,-0.2432410822057136,-0.0006022859926557233,403.8630902458222,0.15775626278838217,0.008918832817641942,0.2886264922337318,0.00039067780752427474,2.2087174158948883e-05,0.0007147733039958941,-0.04996158498931891,-0.00012370921283969848,17.68799415755878,0.5465758238855062
44,sml_ea10_ckpt_s44,/home/lebedeffson/Code/bonner-shap-reconstruction/results/sml2010_ea_minimal/training_summary_20260502_214240_sml_ea10_ckpt_s44.json,shap,shap,0.9541671047241952,0.9541631776421334,0.9541671047241952,2.5128735840533576,0.5087852807213056,9.683909710161034,0.45828683563216166,2.4201430751972604,0.5297060769369268,8.535463313829155,0.4599375628586926,401.5606194114059,0.07252193556109887,0.00012099264819198652,0.03853219222469306,0.0001806002183864516,3.0130606026391026e-07,9.59561031686129e-05,599.3912526539016,1.8821128872273618,-0.15657184866870466,-0.00038990463809346544,0.10782537998409225,0.0010969400860858514,0.018835593676726603,0.0002685158224482739,2.7316923848103098e-06,4.690597824142999e-05,98.29650794378651,5.7245543638795695,-0.1930687916569127,-0.00048079152145297346,0.2040664182940759,0.005239573093263061,0.10505021379549362,0.0005081833437581332,1.304802522952335e-05,0.0002616048703916047,38.94714600269882,1.9425607137687448,-0.23422684720981124,-0.000583285787768622,0.19233434634310242,0.021292809155113446,0.18117059348253406,0.0004789671522696104,5.302514272022908e-05,0.00045116623673926835,9.032830986881818,1.0616201153007925,-0.23228923631660336,-0.0005784606325411282,401.56446826152364,0.4443199392302688,0.01704341408100163,0.23373720032583378,0.0011064828515344382,4.244294200458015e-05,0.0005820720185869753,-0.621726181359378,-0.0015482599445388922,26.069890521493836,1.9009380561116418
45,sml_ea10_ckpt_s45,/home/lebedeffson/Code/bonner-shap-reconstruction/results/sml2010_ea_minimal/training_summary_20260502_214305_sml_ea10_ckpt_s45.json,shap,shap,0.9505996628876295,0.9505940044327843,0.9505996628876295,2.5600973956873108,0.4821085696279379,10.087173164591789,0.4478418838023646,2.372308396673645,0.5587223032574935,8.289133021360664,0.509770356574542,389.7963171316344,0.027160768120381817,-0.00017938110266868534,0.01711159618014335,6.967938619904801e-05,-4.6019188685178825e-07,4.389881440148321e-05,-151.41376581880635,1.5872726210259953,-0.0736275659594412,-0.00018887634738971306,0.14141099967844184,0.00011273532243194495,0.12596637608567107,0.00036278177464331174,2.892159763373903e-07,0.00032315948239996286,1254.3628329926917,1.1226090967413724,-0.1640346275742104,-0.00042079703298511577,0.14182890070014764,0.006764284589792169,0.1385170851995099,0.00036385387564411383,1.7353382503888177e-05,0.00035535760373213643,20.96731720797365,1.0239090758720755,-0.15845160032768035,-0.0004064749271276068,0.17342570642097144,0.019832443989912463,0.052978125883669236,0.0004449136607989168,5.08789927412654e-05,0.0001359123305051093,8.744545377283698,3.2735341902903596,-0.009932278507733372,-2.547921367971658e-05,389.81887873722746,0.3835331376492661,0.016703551355846002,0.29952832231708726,0.0009839321737864079,4.285199890743237e-05,0.0007684226585853956,-0.36426615013547803,-0.0009344497406474374,22.961173313127443,1.2804570021327368
46,sml_ea10_ckpt_s46,/home/lebedeffson/Code/bonner-shap-reconstruction/results/sml2010_ea_minimal/training_summary_20260502_214331_sml_ea10_ckpt_s46.json,shap,shap,0.936880051780128,0.9368524440020476,0.936880051780128,1.9343346070497451,0.7228474386836783,4.666642510131556,0.7212167910148694,2.47096600926289,0.5112644368178125,9.790842929985583,0.45187224231539913,405.21415648901905,0.037766073469242656,-0.0002711267394488459,0.01091003677356639,9.320028154116572e-05,-6.690949343873491e-07,2.692412542566739e-05,-139.29306155972537,3.461589933159839,-0.0666224572921692,-0.00016441146947493361,0.18754029727733723,0.0006969563348775409,0.04430733538367804,0.00046281773297922514,1.719970350780245e-06,0.00010934300955223072,269.0847153878074,4.232714417355613,-0.06252059678445221,-0.00015428886305864016,0.2434535788075891,0.009167365715825326,0.21746555541079715,0.000600802254583092,2.2623508011802967e-05,0.0005366682084728443,26.556547030818955,1.1195040904136773,-0.05198344392783838,-0.00012828518718639785,0.26454289706327927,0.01932857943563704,0.1624804893158398,0.0006528471249756238,4.7699664797275604e-05,0.0004009743655642556,13.686618715591798,1.6281517748719723,-0.01169678721339551,-2.8865431448383533e-05,405.2178202952342,0.5821483613511873,0.019393048398796964,0.3484681538391783,0.0014366436908207119,4.785876329402734e-05,0.0008599604635200365,-0.15366366296507294,-0.00037921250070669656,30.018403984248405,1.6705927211305063
47,sml_ea10_ckpt_s47,/home/lebedeffson/Code/bonner-shap-reconstruction/results/sml2010_ea_minimal/training_summary_20260502_214356_sml_ea10_ckpt_s47.json,shap,shap,0.9585720456746056,0.9585661368867952,0.9585720456746056,1.393412705246464,0.8307722699565461,2.841382064515134,0.8720547228012244,2.5172043509964213,0.4774036477888124,10.30333667981016,0.41217916901688073,405.8455797010462,0.10687651650744101,-0.00018548451987498993,0.008503650424472653,0.000263342812766787,-4.5703225352761267e-07,2.095292113502034e-05,-576.201815416585,12.568310215021633,-0.038222143145048904,-9.417685920953577e-05,0.16200252134058246,0.0022393302351702005,0.011231676395254908,0.0003991728121319352,5.517690341286283e-06,2.7674753544262704e-05,72.34418520496834,14.423716961307806,-0.011269506404801177,-2.7767326233338145e-05,0.16873178222192564,0.0030288065130434916,0.1192124885488397,0.0004157536527716191,7.4629530652386615e-06,0.0002937385412369248,55.7090000432767,1.415386796085405,-0.02192144540128993,-5.401300679012895e-05,0.20854037951630744,0.009203791091067615,0.09079540400603037,0.000513841692374528,2.267806168505589e-05,0.00022371909057851958,22.65809571623591,2.2968164721218702,0.002735262476846856,6.739507729997615e-06,405.85493576514034,0.48844275157438233,0.009777290033810004,0.18009369215934612,0.0012035187174742118,2.4091158122289083e-05,0.00044374930063795746,-0.05093439214019213,-0.00012549900876323618,49.956864308554174,2.712159130701247
48,sml_ea10_ckpt_s48,/home/lebedeffson/Code/bonner-shap-reconstruction/results/sml2010_ea_minimal/training_summary_20260502_214423_sml_ea10_ckpt_s48.json,shap,shap,0.9408951413419382,0.9408914721739265,0.9408951413419382,1.1877996034996856,0.8492200426084191,1.9929549572504188,0.886615935644023,2.5574375549158206,0.4559526875271813,11.352649713944437,0.3790081582684025,406.3072037338634,0.13850561115430082,-1.6353342687125405e-05,0.03329359406831145,0.000340888888706545,-4.024871461013283e-08,8.194192414594527e-05,-8469.560154995292,4.16012794731492,-0.0360651569154129,-8.876087748189152e-05,0.18784355742707248,0.0017182936576318752,0.02875883466083451,0.00046231904258855333,4.229050437307472e-06,7.078101100976752e-05,109.3198223036193,6.531681816591732,-0.11878744757933646,-0.00029235081676492363,0.20000318195263844,0.08852580686777856,0.05407184651642183,0.0004922462120155828,0.00021787899907815543,0.0001330811908317517,2.259264151628715,3.698841353387069,-0.0756225275145539,-0.00018611653112541134,0.20180952070904823,0.09951057598652824,0.12999122926601103,0.0004966919583371099,0.0002449146238906183,0.00031993336094320566,2.028020828000646,1.552485670356401,-0.0020117509183705806,-4.951171492429081e-06,406.3181655991471,0.5580043053113855,0.139991211847331,0.16447309284441758,0.0013733556781259637,0.000344545237103467,0.0004047998443860947,-0.2134484290107821,-0.0005253233723774953,3.9859952488727464,3.3926783746678484
49,sml_ea10_ckpt_s49,/home/lebedeffson/Code/bonner-shap-reconstruction/results/sml2010_ea_minimal/training_summary_20260502_214449_sml_ea10_ckpt_s49.json,shap,shap,0.9580054302123451,0.9580015550404996,0.9580054302123451,2.619062770954179,0.445395601765201,11.24190911879683,0.4066515644207144,2.39408962044503,0.5498306004947455,8.653975931155989,0.46482938847395494,409.97045505781966,0.11159795431746034,-0.00017681233714483824,0.05027948041424679,0.0002722097481432436,-4.3128068123811824e-07,0.00012264171672360038,-631.1661095074461,2.219552656387819,-0.010841171687445694,-2.6443667136875176e-05,0.11195206859747486,-0.00010776653925859137,0.014563098988162437,0.0002730735037520827,-2.62864159914627e-07,3.552231339721423e-05,-1038.83886785748,7.687379498057887,-0.011197553080933176,-2.7312948725144085e-05,0.17357654123850352,0.005483404140136372,0.01577234982386244,0.0004233879273422836,1.337512026168572e-05,3.847191823039533e-05,31.654887506163604,11.005116115601842,-0.24329098202554178,-0.0005934326963511743,0.18228960030160124,0.01880076891848148,0.09837567676294157,0.00044464082241217064,4.5858838573696465e-05,0.0002399579666029032,9.695858774835084,1.8529946252773055,-0.14913243450808977,-0.00036376219943187,409.9723246148362,0.4324723871455092,0.014687615891546102,0.10466302740061906,0.0010548867163720735,3.582603504800027e-05,0.0002552940732908613,-0.3344753382042427,-0.0008158485783606909,29.444696151469138,4.1320454594343135
50,sml_ea10_ckpt_s50,/home/lebedeffson/Code/bonner-shap-reconstruction/results/sml2010_ea_minimal/training_summary_20260502_214516_sml_ea10_ckpt_s50.json,shap,shap,0.9633956845891817,0.9633876741865236,0.9633956845891817,0.2783500836979652,0.9322734109665527,1.1054502890801294,0.9843268800812939,2.5644473572174156,0.46305016730349746,11.305871146943447,0.3878766183862713,405.6240644429545,0.11716102655611849,-0.00015931842358440917,-0.00021299408365393901,0.00028884140963632423,-3.9277359888201294e-07,-5.251021877768626e-07,-735.3890696102322,-550.0670492638766,-0.22534310265905333,-0.0005555379607779161,0.25002621993508,0.00029868221594142597,0.031444432258979305,0.0006163988822468943,7.363523077744585e-07,7.752112119423196e-05,837.0977773481312,7.951366965950893,-0.227423083980284,-0.0005606657351274197,0.23253396292750494,0.004902080207898507,0.09626738432808679,0.0005732745744433195,1.2085279542352955e-05,0.00023733154111625754,47.43577277772758,2.41550099805969,-0.01394179979990895,-3.4370694904888885e-05,0.23728754584573153,0.015214513611738312,0.060236898608309275,0.0005849937581282292,3.750890281283592e-05,0.00014850425280125515,15.596130897478258,3.9392390930475307,-0.04641894744571573,-0.00011443655075818733,405.6304313453329,0.65978446906351,0.012728360017916884,0.15772376884939376,0.0016265910405724908,3.137969645710436e-05,0.00038884223761722866,-0.37724590883257747,-0.0009300236858003603,51.83577994988659,4.183164489870499
51,sml_ea10_ckpt_s51,/home/lebedeffson/Code/bonner-shap-reconstruction/results/sml2010_ea_minimal/training_summary_20260502_214542_sml_ea10_ckpt_s51.json,shap,shap,0.9586141454429037,0.9586094445891291,0.9586141454429037,1.433505322098976,0.7902940368264064,2.296256328784432,0.8246128359296827,2.3948567680461776,0.5469208891612842,8.681052409401445,0.4689248182436753,405.7288895871961,0.04211570869205161,-0.00016221837188368227,0.0040528599245703845,0.00010380258781892909,-3.998196235144334e-07,9.98908391436929e-06,-259.6235461040996,10.391602341431625,-0.01569833102996654,-3.869032534980489e-05,0.1348568530743819,0.0017727196679970803,0.030900506671741823,0.0003323816877116885,4.369222191204348e-06,7.616047923819546e-05,76.07342290655433,4.364227891232049,-0.05399074648886426,-0.0001330663459411995,0.1308858707970444,0.006197939368462357,0.09735765404144558,0.0003225944076356315,1.5276061250576362e-05,0.00023995741131596692,21.117642976942854,1.3443819295397288,-0.0432625559948292,-0.00010662549819524742,0.15599454113890943,0.013440189910795652,0.1731473222872637,0.0003844797477882923,3.312603626640976e-05,0.00042675620773130035,11.606572687042341,0.9009353368988431,-0.07501483234256057,-0.00018488260082262522,405.74306077903435,0.3647978487869068,0.014609644805915423,0.21685825181910445,0.0008991172631509307,3.600839176322837e-05,0.0005344905363769972,-0.142609884169957,-0.000351478307222662,24.969658989534846,1.6821949163803376
