seed,tag,summary,metrics_source,importance_kind_eval,r2_final,r2_vanilla,r2_shap_raw,entropy_shap,gini_shap,n_eff_shap,mass3_shap,entropy_vanilla,gini_vanilla,n_eff_vanilla,mass3_vanilla
42,sml_neg_sentinel_core1_task_only_s42,/home/lebedeffson/Code/bonner-shap-reconstruction/results/sml2010_ea_minimal/training_summary_20260503_190909_sml_neg_sentinel_core1_task_only_s42.json,shap,ea_raw,0.7845632360458973,0.9463535117983867,0.7845632360458973,2.104159405277686,0.65031938932264,4.864003323074396,0.6366148214238021,2.530691628607371,0.47740930512891144,10.504687905029186,0.41035959985251547
