seed,model,base_mse,auc_top,auc_random,auc_bottom,auc_gap_top_bottom,auc_gap_top_random,auc_ratio_top_random,auc_ratio_top_bottom
42,rf,7.806202961352105e-07,0.0007186950059456619,0.0003161051822540227,2.45504000026194e-05,0.0006941446059430425,0.0004025898236916392,2.273594499613495,29.27426749033472
42,et,3.406220226456326e-07,0.0004132044365288901,0.00021345130681530328,4.9780638071664835e-05,0.0003634237984572253,0.00019975312971358682,1.9358252744294764,8.300504859610898
42,hgb,6.25576242946241e-07,0.00086892858234977,0.0003915419824718325,3.239364141942066e-05,0.0008365349409303494,0.0004773865998779375,2.219247536739009,26.8240468638633
42,mlp,2.0872891174605743e-06,0.3642915683702328,0.23537802087312798,0.02908850777123289,0.3352030605989999,0.12891354749710482,1.5476872777558246,12.5235564238182
43,rf,7.472923138352302e-07,0.0007034846759923815,0.0002964814890900367,1.8422514431687885e-05,0.0006850621615606936,0.0004070031869023448,2.3727777264568672,38.186135796762244
43,et,3.0279977714917184e-07,0.0004174731601158512,0.0001819252668808026,5.144802244331761e-05,0.0003660251376725336,0.0002355478932350486,2.29475083356414,8.114464505634476
43,hgb,6.759218866428763e-07,0.0008783394904016478,0.0004507042654964538,2.5234983312487488e-05,0.0008531045070891603,0.000427635224905194,1.9488155664232185,34.806421098784
43,mlp,1.4040775527012602e-06,0.40140317091885536,0.27074898351863025,0.07953562238458046,0.3218675485342749,0.1306541874002251,1.4825657540825163,5.046835102048919
44,rf,6.407196494028526e-07,0.0006444319735854691,0.00030230979439458577,1.8772618456745193e-05,0.0006256593551287239,0.0003421221791908833,2.1316939887585615,34.32829260031254
44,et,3.4281205197110693e-07,0.000399919658417124,0.00017769853557641157,5.262114214232372e-05,0.00034729851627480026,0.00022222112284071241,2.250551220747706,7.599980436294713
44,hgb,6.418986064487964e-07,0.0009073122599573245,0.0004306865919027577,2.859437882495325e-05,0.0008787178811323713,0.0004766256680545668,2.106664741621482,31.730440230270247
44,mlp,1.2983061750950066e-06,0.28036131724847263,0.2286830852395752,0.05662619183701291,0.22373512541145973,0.05167823200889743,1.2259818733577597,4.951089030505267
45,rf,7.321276589337216e-07,0.0007385065609296846,0.00030187783651803153,2.0478667431007214e-05,0.0007180278934986774,0.0004366287244116531,2.446375550459456,36.06223536543495
45,et,3.6085583717343233e-07,0.0004033925865952213,0.0002012449069477613,5.237784625458689e-05,0.0003510147403406344,0.00020214767964746002,2.0044859306449285,7.701587746332873
45,hgb,6.786824063666741e-07,0.0008996826137465455,0.00042130154402499813,2.999567476199758e-05,0.0008696869389845479,0.0004783810697215474,2.135483774912723,29.993743794443212
45,mlp,2.306866436580119e-06,0.3992497151814471,0.19743877326577947,0.044654825509032194,0.35459488967241487,0.20181094191566762,2.022144427741052,8.940796669147241
46,rf,5.980667613634882e-07,0.0006367540441846852,0.00032496079339595186,1.472838881899387e-05,0.0006220256553656913,0.00031179325078873336,1.9594795900481017,43.23310640267827
46,et,2.6059249813780997e-07,0.00041194531000850014,0.0001869236379327236,4.9619437785391184e-05,0.00036232587222310894,0.00022502167207577654,2.203816020063492,8.302095309666901
46,hgb,5.988360491618324e-07,0.0008892825027639081,0.00038863499879415633,3.0325182995073445e-05,0.0008589573197688347,0.0005006475039697518,2.2882203178687557,29.324883994384958
46,mlp,1.1267984778941973e-06,0.2958577649234494,0.2511369155226438,0.07623286854060693,0.21962489638284247,0.04472084940080562,1.1780735791333525,3.880973792321274
47,rf,6.111986306030907e-07,0.0007728431413077832,0.00037469974062007946,2.0655602994083408e-05,0.0007521875383136998,0.0003981434006877038,2.0625665178370864,37.41566412336122
47,et,3.0277732334849497e-07,0.0004096296145833394,0.0001868648754110515,5.122749495443231e-05,0.0003584021196289071,0.0002227647391722879,2.192116691219524,7.996284162468367
47,hgb,6.0675446390738e-07,0.0008387422382341132,0.00041017815926426186,2.865596619895668e-05,0.0008100862720351565,0.0004285640789698513,2.044824223926852,29.269374591713326
47,mlp,2.7968105821782984e-06,0.5570886765089199,0.2656541086265483,0.09160468839472265,0.4654839881141973,0.2914345678823716,2.0970452118621963,6.081442841684644
48,rf,1.1209254372642611e-06,0.0007646578245392131,0.000332960578256781,1.7968583086772775e-05,0.0007466892414524403,0.00043169724628243215,2.2965416093582207,42.55526316634493
48,et,3.346888283757946e-07,0.00041183881340623954,0.0001812998955747109,5.20684569051604e-05,0.0003597703565010791,0.00023053891783152863,2.271588793965622,7.909564253974632
48,hgb,7.202979311600013e-07,0.0008686216856788261,0.0004220801058680614,2.9183989228055012e-05,0.000839437696450771,0.0004465415798107647,2.0579545719986982,29.76363680535388
48,mlp,2.1942454130513755e-06,0.4206632485032883,0.24820603808111671,0.1139605723861549,0.3067026761171334,0.17245721042217158,1.6948147263207016,3.691305156613126
49,rf,6.370668228947975e-07,0.0006836433274907439,0.00033539667087127234,1.4032076093815755e-05,0.0006696112513969281,0.00034824665661947155,2.038312794448751,48.72003787607756
49,et,2.857261253083305e-07,0.00040828796178199917,0.0002182334710082117,5.029456842124289e-05,0.00035799339336075627,0.00019005449077378746,1.8708769008937185,8.117933337143766
49,hgb,6.1346504968404e-07,0.0008668637495846614,0.000400664868139689,2.5877606483646307e-05,0.0008409861431010151,0.00046619888144497243,2.16356315802281,33.498604928314464
49,mlp,2.4167919973114637e-06,0.4244411647331378,0.18097401378639666,0.04064506623300513,0.3837960985001327,0.24346715094674115,2.345315528182735,10.442624506736196
50,rf,7.396843187054058e-07,0.0006715710812402098,0.0002943481837473246,1.4823978200932292e-05,0.0006567471030392775,0.0003772228974928852,2.2815533305112865,45.30302371160735
50,et,3.502638027741167e-07,0.00039923763921822245,0.00017250754449891836,4.788641140086511e-05,0.00035135122781735734,0.0002267300947193041,2.3143198638851756,8.337179989098741
50,hgb,6.8111982768455e-07,0.0008533589982375264,0.0004079894811951848,2.8406076036799848e-05,0.0008249529222007266,0.0004453695170423416,2.0916200918857855,30.04142378167906
50,mlp,1.3085813458258671e-06,0.3358700455118519,0.1702279386365495,0.024613420429167823,0.3112566250826841,0.1656421068753024,1.9730606397519075,13.64580946661877
51,rf,7.181625157100059e-07,0.0006026354566277258,0.0003481525194726484,1.8697724499241498e-05,0.0005839377321284842,0.0002544829371550774,1.7309524452374894,32.230415226289026
51,et,3.0996544069714707e-07,0.0004054288232494923,0.00017159991896007723,4.793130200099276e-05,0.0003574975212484995,0.00023382890428941505,2.362639932138753,8.458539573628844
51,hgb,6.748004883578318e-07,0.0008700706807264364,0.0004420959780509681,2.4859336969626993e-05,0.0008452113437568094,0.0004279747026754683,1.9680583446929025,34.99975268003855
51,mlp,2.1722933135112133e-06,0.5841752895816571,0.23786219140136064,0.10373632510936093,0.48043896447229617,0.34631309818029643,2.4559400808406893,5.6313474470989435
