variant,n_seeds,r2_final_mean,r2_final_std,r2_vanilla_mean,r2_shap_raw_mean,delta_r2_mean,wins,losses,fallback_rate,shap_rate,auc_top,auc_random,auc_bottom,auc_gap,auc_top_random_ratio,n_eff_shap,mass3_shap,entropy_shap,gini_shap
full,3,0.9526191225689535,0.0019312696011443801,0.9526149122406989,0.9526191225689535,4.210328254668679e-06,3,0,0.0,1.0,,,,,,5.91820487618322,0.6496584524142012,2.0472448461525725,0.6473229651312736
random_target,3,0.9526191225689535,0.0019312696011443801,0.9526149122406989,0.9526191225689535,4.210328254668679e-06,3,0,0.0,1.0,,,,,,5.91820487618322,0.6496584524142012,2.0472448461525725,0.6473229651312736
shuffled_q_err,3,0.9526191225689535,0.0019312696011443801,0.9526149122406989,0.9526191225689535,4.210328254668679e-06,3,0,0.0,1.0,,,,,,5.91820487618322,0.6496584524142012,2.0472448461525725,0.6473229651312736
sparsity_only,3,0.9526191225689535,0.0019312696011443801,0.9526149122406989,0.9526191225689535,4.210328254668679e-06,3,0,0.0,1.0,,,,,,5.91820487618322,0.6496584524142012,2.0472448461525725,0.6473229651312736
