variant,n_seeds,r2_final_mean,r2_final_std,r2_vanilla_mean,r2_shap_raw_mean,delta_r2_mean,wins,losses,fallback_rate,shap_rate,auc_top,auc_random,auc_bottom,auc_gap,auc_top_random_ratio,n_eff_shap,mass3_shap,entropy_shap,gini_shap
full_rho1,3,0.9049344198893235,0.04486043629252955,0.9505972024975712,0.9049344198893235,-0.045662782608247555,0,3,0.0,1.0,0.5265203052434421,0.21501588868658575,0.012135774752361309,0.5143845304910807,2.413293037694507,2.900091535217211,0.8206554334479111,1.3697049983298217,0.7968277618838134
random_target,3,0.9002624293266465,0.027621787561058535,0.9505972024975712,0.9002624293266465,-0.05033477317092453,0,3,0.0,1.0,0.4679149906155355,0.18710865007896063,0.011311372200623282,0.4566036184149122,2.419823608471853,2.8983743629765413,0.8211005890177239,1.3674396275106335,0.7970150656397763
sparsity_only,3,0.9195790550960465,0.006416749015179414,0.9505972024975712,0.9195790550960465,-0.031018147401524532,0,3,0.0,1.0,0.5415687729268654,0.22193342942584401,0.01274272107649684,0.5288260518503686,2.409021329491137,2.902132076347607,0.8209740516778762,1.3695972682947852,0.7971627880382176
task_only,3,0.8687777218368584,0.031093474119207848,0.9505972024975712,0.8687777218368584,-0.08181948066071265,0,3,0.0,1.0,0.4849348811212148,0.18929108386969343,0.010508236964653861,0.47442664415656094,2.550287420306407,2.8942374477486936,0.8209117434914153,1.3690554064131477,0.7969168382757076
