variant,n_seeds,r2_final_mean,r2_final_std,r2_vanilla_mean,r2_shap_raw_mean,delta_r2_mean,wins,losses,fallback_rate,shap_rate,auc_top,auc_random,auc_bottom,auc_gap,auc_top_random_ratio,n_eff_shap,mass3_shap,entropy_shap,gini_shap
full_strong,3,-422.18940927973364,732.7764375757428,-424.4006646352803,-422.18940927973364,2.2112553555466508,1,2,0.0,1.0,0.5051155890913321,0.19841345664213939,0.01561459332378945,0.4895009957675427,2.715734308479803,5.999021241274007,0.6083619543101281,2.1095167367665955,0.630004053516216
random_target_strong,3,-421.6095724124711,731.7946090062172,-424.4006646352803,-421.6095724124711,2.7910922228092154,1,2,0.0,1.0,0.48358086530836886,0.18547854841222555,0.010578495805930288,0.47300236950243857,2.723251518436164,5.963614120205641,0.6104606638902167,2.105301138559204,0.6313191261817901
