seed,model,mse,rmse,mae,r2
42,rf,1.7902654696854656,1.3380080230273157,0.729351542207796,0.981645580339537
42,et,1.8015319171419413,1.3422115768916394,0.7077831709956809,0.9815303549127732
42,hgb,0.6186123301741955,0.7865191225737589,0.48521835926026147,0.9936952890550698
42,mlp,1.4362161788837784,1.198422370820813,0.7442726268449567,0.9853409852663892
43,rf,2.114261219028018,1.4540499369100148,0.7516898538961093,0.9776031128503678
43,et,1.9700411360912926,1.4035815388110848,0.6480423160173323,0.9789304056641739
43,hgb,0.6884112671444566,0.8297055303807831,0.5377666671121871,0.9927648599239127
43,mlp,1.5476686564340456,1.2440533173598491,0.818979968369133,0.9840235984585106
44,rf,2.0169714108075913,1.4202011867364397,0.7211774350649304,0.9776092250536255
44,et,2.084403136628747,1.4437462161435253,0.7077489177489191,0.9768493790664228
44,hgb,0.5195144495230266,0.7207735077838437,0.47639577956070067,0.9943330064518414
44,mlp,1.5597363160386084,1.2488940371539166,0.8314958496595783,0.9830556673762206
45,rf,1.6917011119886654,1.3006541092806594,0.6756754870129971,0.9811545993217504
45,et,1.508018701060636,1.228014129015068,0.6115648268398358,0.983190846203502
45,hgb,0.4346536300611107,0.6592826632493157,0.4430346041905078,0.9952466369320356
45,mlp,1.018017713476306,1.0089686384998822,0.7097933316029742,0.9889222764919128
46,rf,1.4785184256026729,1.2159434302642014,0.6216268668831166,0.9834141828210811
46,et,1.418017543794228,1.190805418107521,0.5955680194805298,0.9840865431929744
46,hgb,0.5360505070249526,0.7321547015658321,0.4850552309014533,0.994051036900534
46,mlp,1.1902598738442678,1.0909903179424956,0.7146860024736288,0.9868711256167957
47,rf,1.315380955882723,1.1469005867479198,0.6300906655844176,0.98332099152884
47,et,1.4764895195084733,1.2151088508888712,0.6297244047619084,0.9812415520029536
47,hgb,0.44547126839852463,0.6674363403340611,0.46445868656088474,0.994430316578502
47,mlp,1.394280881094296,1.1807967145509408,0.8173791390131356,0.9829433003037182
48,rf,2.1305134681595126,1.459627852625289,0.8135250811688384,0.9764994299751747
48,et,1.971171794933265,1.4039842573666077,0.7426991341991451,0.9782331509253888
48,hgb,0.4278840321597053,0.6541284523392216,0.44896684560580224,0.9953694724586597
48,mlp,1.6266571749775143,1.2754047102694557,0.8680610355565841,0.9824155098228433
49,rf,2.153814928039739,1.467588132971829,0.776625162337657,0.9763217464673994
49,et,2.2847716582232356,1.5115461151493974,0.7495992424242282,0.9748693617332833
49,hgb,0.47091249679219294,0.6862306440200648,0.4581386760196271,0.9948731693958388
49,mlp,1.3010757490438,1.1406470747097017,0.7670024586580394,0.9858590909013423
50,rf,1.964763936903422,1.401700373440566,0.7273910714285736,0.976609937665972
50,et,1.914221055933444,1.383553777752583,0.6802905303030364,0.9771300172605764
50,hgb,0.5102512492024971,0.714318730821541,0.4707473829372906,0.9939993387511219
50,mlp,10.499343789948593,3.2402690922126505,2.3624334451783273,0.8779271419345436
51,rf,2.1846401867816727,1.478052836261841,0.8101550324675364,0.977149220186179
51,et,2.1902546217793724,1.4799508849213112,0.7776810064935117,0.9770898696994705
51,hgb,0.6234790577054337,0.7896069007458292,0.5046755297106572,0.9935699773412752
51,mlp,1.542817346751482,1.2421019872584869,0.8185814749374157,0.9844357139781328
