seed,tag,summary,metrics_source,importance_kind_eval,r2_final,r2_vanilla,r2_shap_raw,entropy_shap,gini_shap,n_eff_shap,mass3_shap,entropy_vanilla,gini_vanilla,n_eff_vanilla,mass3_vanilla,base_mse,del_top_k1,del_bottom_k1,del_random_k1,del_top_rel_k1,del_bottom_rel_k1,del_random_rel_k1,del_ratio_k1,del_top_random_ratio_k1,ins_gain_k1,ins_gain_rel_k1,del_top_k2,del_bottom_k2,del_random_k2,del_top_rel_k2,del_bottom_rel_k2,del_random_rel_k2,del_ratio_k2,del_top_random_ratio_k2,ins_gain_k2,ins_gain_rel_k2,insertion_baseline_mse,auc_deletion_top,auc_deletion_bottom,auc_deletion_random,auc_deletion_top_rel,auc_deletion_bottom_rel,auc_deletion_random_rel,auc_insertion_gain_top,auc_insertion_gain_top_rel,auc_del_top_bottom_ratio,auc_del_top_random_ratio
42,sml_rankval_smoke_s42,/home/lebedeffson/Code/bonner-shap-reconstruction/results/sml2010_ea_rank_val/training_summary_20260502_215548_sml_rankval_smoke_s42.json,shap,shap,0.9532353169852847,0.9532332813069075,0.9532353169852847,1.449015695231739,0.8112995111487793,2.8429903439298543,0.8723945308961055,2.4316954853843225,0.5314071238325195,8.85484168830812,0.49522172288105043,394.73258970288776,0.10359631012266846,-0.0009043433298074888,0.020192391778437013,0.0002624468129187011,-2.2910277828546634e-06,5.115461024800517e-05,-114.55418182746547,5.130462565022441,-0.21810310166318914,-0.0005525049043962418,0.12150059814877068,-0.00010486751665439442,0.08821127817435581,0.00030780483121554,-2.65667237491911e-07,0.0002234709787726206,-1158.6104370889543,1.3773816756995494,-0.1970480592914896,-0.0004991676795520064,394.75324097172324,0.11254845413571957,-0.0005046054232309416,0.05420183497639641,0.00028512582206712054,-1.2783475101732871e-06,0.00013731279451031288,-0.20757558047733937,-0.0005258362919741241,-223.04249850928034,2.0764694439340516
