seed,tag,summary,metrics_source,importance_kind_eval,r2_final,r2_vanilla,r2_shap_raw,entropy_shap,gini_shap,n_eff_shap,mass3_shap,entropy_vanilla,gini_vanilla,n_eff_vanilla,mass3_vanilla
42,neg_core_v2_s1_sparsity_only_s42,/home/lebedeffson/Code/bonner-shap-reconstruction/results/sml2010_ea_minimal/training_summary_20260504_111339_neg_core_v2_s1_sparsity_only_s42.json,shap,ea_raw,0.9101964167331085,0.958045274677095,0.9101964167331085,2.5330577207241705,0.49624936683007137,10.205115033201887,0.42687435792246053,2.58747092019557,0.4196850806019108,12.185114146923667,0.33181575244989353
