seed,tag,summary,metrics_source,importance_kind_eval,r2_final,r2_vanilla,r2_shap_raw,entropy_shap,gini_shap,n_eff_shap,mass3_shap,entropy_vanilla,gini_vanilla,n_eff_vanilla,mass3_vanilla,base_mse,del_top_k1,del_bottom_k1,del_ratio_k1,ins_gain_k1,del_top_k2,del_bottom_k2,del_ratio_k2,ins_gain_k2,del_top_k3,del_bottom_k3,del_ratio_k3,ins_gain_k3,del_top_k4,del_bottom_k4,del_ratio_k4,ins_gain_k4,insertion_baseline_mse,auc_deletion_top,auc_deletion_bottom,auc_insertion_gain_top,auc_del_top_bottom_ratio
42,sml_ea10_ckpt_s42,/home/lebedeffson/Code/bonner-shap-reconstruction/results/sml2010_ea_minimal/training_summary_20260502_214148_sml_ea10_ckpt_s42.json,shap,shap,0.9532353169852847,0.9532332813069075,0.9532353169852847,1.449015695231739,0.8112995111487793,2.8429903439298543,0.8723945308961055,2.4316954853843225,0.5314071238325195,8.85484168830812,0.49522172288105043,394.73258970288776,0.11053640781318563,-0.0005463709882747025,-202.3101709051958,-0.21810310166318914,0.12175455210802966,-0.00010486751665439442,-1161.032101773907,-0.1970480592914896,0.1557814149145429,0.008042276593300812,19.370313006262172,-0.039927390686557374,0.1837237716022173,0.013061121252462726,14.06646244506068,-0.03596802453176906,394.75324097172324,0.424666056730274,0.01419478420874043,-0.3640110130755261,29.91704913970225
43,sml_ea10_ckpt_s43,/home/lebedeffson/Code/bonner-shap-reconstruction/results/sml2010_ea_minimal/training_summary_20260502_214214_sml_ea10_ckpt_s43.json,shap,shap,0.9504549459973808,0.9504482777730557,0.9504549459973808,2.1798452591726205,0.6218841035237361,5.227714574458774,0.6182939907143362,2.285008200487149,0.5857461316113322,6.881086457511058,0.54940125587356,403.8014439266034,0.030148736408932564,-0.0006979395100188412,-43.196775679478954,0.024210837881014413,0.04051460490347836,0.00016313328330852528,248.35278144008458,0.028614045163067203,0.039617314749079924,0.0027835582195052666,14.232615814261164,0.030939492009963487,0.12092710370086479,0.01378328346811486,8.773461270809264,-0.2432410822057136,403.8630902458222,0.15566983970745696,0.009489363481861801,-0.04996158498931891,16.40466612840823
44,sml_ea10_ckpt_s44,/home/lebedeffson/Code/bonner-shap-reconstruction/results/sml2010_ea_minimal/training_summary_20260502_214240_sml_ea10_ckpt_s44.json,shap,shap,0.9541671047241952,0.9541631776421334,0.9541671047241952,2.5128735840533576,0.5087852807213056,9.683909710161034,0.45828683563216166,2.4201430751972604,0.5297060769369268,8.535463313829155,0.4599375628586926,401.5606194114059,0.07290340310481724,0.00012099264819198652,602.544068517228,-0.15657184866870466,0.10081391264884587,0.0010969400860858514,91.90466629464672,-0.1930687916569127,0.20383841739351283,0.005239573093263061,38.903630835248876,-0.23422684720981124,0.2019204077091672,0.021292809155113446,9.483032803644567,-0.23228923631660336,401.56446826152364,0.4420642354493509,0.01704341408100163,-0.621726181359378,25.937540056377813
45,sml_ea10_ckpt_s45,/home/lebedeffson/Code/bonner-shap-reconstruction/results/sml2010_ea_minimal/training_summary_20260502_214305_sml_ea10_ckpt_s45.json,shap,shap,0.9505996628876295,0.9505940044327843,0.9505996628876295,2.5600973956873108,0.4821085696279379,10.087173164591789,0.4478418838023646,2.372308396673645,0.5587223032574935,8.289133021360664,0.509770356574542,389.7963171316344,0.025965266734772285,-0.00017938110266868534,-144.74917643626588,-0.0736275659594412,0.14427144614705867,0.00011273532243194495,1279.7359492577423,-0.1640346275742104,0.1425163381117045,0.006764284589792169,21.068944719697893,-0.15845160032768035,0.17665344356430523,0.019832443989912463,8.90729572438226,-0.009932278507733372,389.81887873722746,0.3880971394083019,0.016703551355846002,-0.36426615013547803,23.234408726455595
46,sml_ea10_ckpt_s46,/home/lebedeffson/Code/bonner-shap-reconstruction/results/sml2010_ea_minimal/training_summary_20260502_214331_sml_ea10_ckpt_s46.json,shap,shap,0.936880051780128,0.9368524440020476,0.936880051780128,1.9343346070497451,0.7228474386836783,4.666642510131556,0.7212167910148694,2.47096600926289,0.5112644368178125,9.790842929985583,0.45187224231539913,405.21415648901905,0.03965878625683672,-0.0002711267394488459,-146.27397682622598,-0.0666224572921692,0.17875565733652365,0.0006969563348775409,256.48042514952044,-0.06252059678445221,0.24085156447677036,0.009167365715825326,26.272712567223472,-0.05198344392783838,0.2693097663906201,0.01932857943563704,13.933241564568755,-0.01169678721339551,405.2178202952342,0.5740914981370224,0.019393048398796964,-0.15366366296507294,29.602952888161354
47,sml_ea10_ckpt_s47,/home/lebedeffson/Code/bonner-shap-reconstruction/results/sml2010_ea_minimal/training_summary_20260502_214356_sml_ea10_ckpt_s47.json,shap,shap,0.9585720456746056,0.9585661368867952,0.9585720456746056,1.393412705246464,0.8307722699565461,2.841382064515134,0.8720547228012244,2.5172043509964213,0.4774036477888124,10.30333667981016,0.41217916901688073,405.8455797010462,0.10687651650744101,-0.00018548451987498993,-576.201815416585,-0.038222143145048904,0.143088320898471,0.0009201527672075827,155.50496161327732,-0.011269506404801177,0.1658063276863686,0.0030288065130434916,54.74312304783552,-0.02192144540128993,0.2097169011670985,0.009203791091067615,22.785925828743032,0.002735262476846856,405.85493576514034,0.4671913574221094,0.008458112565847387,-0.05093439214019213,55.23588788039112
48,sml_ea10_ckpt_s48,/home/lebedeffson/Code/bonner-shap-reconstruction/results/sml2010_ea_minimal/training_summary_20260502_214423_sml_ea10_ckpt_s48.json,shap,shap,0.9408951413419382,0.9408914721739265,0.9408951413419382,1.1877996034996856,0.8492200426084191,1.9929549572504188,0.886615935644023,2.5574375549158206,0.4559526875271813,11.352649713944437,0.3790081582684025,406.3072037338634,0.13850561115430082,-1.6353342687125405e-05,-8469.560154995292,-0.0360651569154129,0.192425008284431,0.0017182936576318752,111.98610162924186,-0.11878744757933646,0.2059626781959878,0.08852580686777856,2.326583461716259,-0.0756225275145539,0.2238850475913523,0.08860766469126702,2.526700690836413,-0.0020117509183705806,406.3181655991471,0.5795830158532453,0.13453975619970038,-0.2134484290107821,4.307894054666261
49,sml_ea10_ckpt_s49,/home/lebedeffson/Code/bonner-shap-reconstruction/results/sml2010_ea_minimal/training_summary_20260502_214449_sml_ea10_ckpt_s49.json,shap,shap,0.9580054302123451,0.9580015550404996,0.9580054302123451,2.619062770954179,0.445395601765201,11.24190911879683,0.4066515644207144,2.39408962044503,0.5498306004947455,8.653975931155989,0.46482938847395494,409.97045505781966,0.11102547492356507,-0.00017681233714483824,-627.9283298005691,-0.010841171687445694,0.10847234557820684,-0.00010776653925859137,-1006.5494107078197,-0.011197553080933176,0.17890439898872046,0.006456705777395655,27.708309024602038,-0.24329098202554178,0.19662718763277098,0.01880076891848148,10.458465208251383,-0.14913243450808977,409.9723246148362,0.4412030758450953,0.015660917528805385,-0.3344753382042427,28.17223671636167
50,sml_ea10_ckpt_s50,/home/lebedeffson/Code/bonner-shap-reconstruction/results/sml2010_ea_minimal/training_summary_20260502_214516_sml_ea10_ckpt_s50.json,shap,shap,0.9633956845891817,0.9633876741865236,0.9633956845891817,0.2783500836979652,0.9322734109665527,1.1054502890801294,0.9843268800812939,2.5644473572174156,0.46305016730349746,11.305871146943447,0.3878766183862713,405.6240644429545,0.11564838985901815,-0.00015931842358440917,-725.8946453461525,-0.22534310265905333,0.24364460720295256,0.00029868221594142597,815.7318828617549,-0.227423083980284,0.2333531434597944,0.004902080207898507,47.60288153510826,-0.01394179979990895,0.24202461987658808,0.015214513611738312,15.907483212210845,-0.04641894744571573,405.6304313453329,0.6558342555305501,0.012728360017916884,-0.37724590883257747,51.52543254243668
51,sml_ea10_ckpt_s51,/home/lebedeffson/Code/bonner-shap-reconstruction/results/sml2010_ea_minimal/training_summary_20260502_214542_sml_ea10_ckpt_s51.json,shap,shap,0.9586141454429037,0.9586094445891291,0.9586141454429037,1.433505322098976,0.7902940368264064,2.296256328784432,0.8246128359296827,2.3948567680461776,0.5469208891612842,8.681052409401445,0.4689248182436753,405.7288895871961,0.04146632266730421,-0.00016221837188368227,-255.62038652846167,-0.01569833102996654,0.13187444966416706,0.0017727196679970803,74.3910342794218,-0.05399074648886426,0.12845264920872523,0.006197939368462357,20.725057402403714,-0.0432625559948292,0.14155338297854314,0.012432247912840921,11.385984574917511,-0.07501483234256057,405.74306077903435,0.35183695169581597,0.014105673806938057,-0.142609884169957,24.94293831591494
