num_rules,reg_lambda,seed,mse,rmse,mae,r2,ok
12,0.01,42,0.6752958042027866,0.8217638372444888,0.5721597729033322,0.9380579076447224,True
12,0.01,41,1.279795036202715,1.131280264215157,0.560280226821715,0.8826096921750023,True
